fundos,setor,preco,liquidez_diaria,p_sobre_vp,ultimo_dividendo,dividend_yield,dy_12m_acumulado,dy_12m_media,dy_year,variacao_preco,rent_periodo,rent_acumulada,patrimonio_liq,vpa,p_sobre_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quant_ativos
GCRI11,Papéis,89.0,205829.85,0.93,1.0,0.0111,0.1414,0.0118,0.0826,-0.0386,-0.0279,0.0405,139187439.32,94.35,9.4,0.0117,-0.0234,-0.012,0.0094,0.0,0.0,0
GESE11B,Educacional,1520.0,0.0,0.86,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91586792.41,1767.92,8.6,0.0079,0.0,0.0079,0.0241,0.0,0.0,1
GGRC11,Imóveis Industriais e Logísticos,118.49,1176160.67,1.04,0.95,0.0079,0.1042,0.0087,0.0625,-0.0171,-0.0093,0.1106,926184281.36,124.59,9.5,0.0082,-0.0014,0.0068,0.0207,0.0,0.0,17
GRWA11,Indefinido,10.27,16912.91,1.01,0.14,0.0135,0.0566,0.0142,0.0566,0.0068,0.0204,0.0766,12843636.12,10.15,10.1,0.0138,0.0,0.0,0.0,0.0,0.0,0
GSFI11,Shoppings,7.5,717692.94,0.53,0.0,0.0003,0.0003,0.0,0.0003,0.0,0.0003,0.0003,1066817479.3,11.9,6.3,0.0001,0.0001,0.0002,0.0002,0.0,0.0,9
GTLG11,Imóveis Industriais e Logísticos,62.61,15171.0,0.68,31.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657817630.21,93.65,6.7,0.0075,-0.0013,0.0062,0.0369,0.0,0.0,5
GTWR11,Lajes Corporativas,85.0,957880.88,0.89,0.79,0.0094,0.1168,0.0097,0.0708,0.0435,0.0533,0.1336,1140706652.02,98.05,8.7,0.0075,0.0003,0.0079,0.0809,0.0,0.0,3
HAAA11,Lajes Corporativas,63.5,2178.91,0.79,0.29,0.0045,0.0624,0.0052,0.0376,0.0,0.0045,-0.2136,278890336.47,89.97,7.1,0.006,-0.004,0.002,0.0132,0.0,0.0,2
HABT11,Papéis,96.7,1290501.21,0.97,1.2,0.0125,0.1489,0.0124,0.0951,-0.0134,-0.001,0.1715,810170305.45,99.8,9.7,0.0092,0.0014,0.0106,0.1575,0.0,0.0,0
HBCR11,Indefinido,119.97,3016370.4,1.16,0.64,0.0,0.0278,0.0023,0.0154,0.0,0.0,0.0,115457700.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
HBRH11,Lajes Corporativas,96.0,198679.91,0.86,0.54,0.0056,0.0797,0.0066,0.045,0.0089,0.0146,0.1532,310626828.68,113.29,8.5,0.0053,0.001,0.0063,0.0747,0.0,0.0,5
HCHG11,Papéis,80.05,68653.52,0.82,1.05,0.0127,0.1435,0.012,0.0852,0.0346,0.0477,0.0527,117148230.75,100.07,8.0,0.01,-0.0038,0.0061,0.1316,0.0,0.0,0
HCRA11,Indefinido,102.9,623.44,0.0,1.28,0.0124,0.0745,0.0062,0.0491,-0.0106,0.0017,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HCRI11,Hospitalar,295.44,39451.06,0.96,2.59,0.0087,0.1424,0.0119,0.0741,0.1404,0.1503,0.4162,61641820.0,299.94,9.8,0.0081,-0.0,0.0081,0.0306,0.0,0.0,1
HCTR11,Papéis,46.52,3242658.61,0.42,0.5,0.0106,0.1179,0.0098,0.0647,-0.2139,-0.2056,-0.5044,2440960968.17,121.43,3.8,0.0091,-0.0011,0.008,0.1689,0.0,0.0,0
HDEL11,Imóveis Industriais e Logísticos,106.09,7956.5,1.35,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29668960.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HFOF11,Fundo de Fundos,83.77,2404146.12,1.01,0.63,0.0078,0.1041,0.0087,0.0628,0.0177,0.0257,0.2281,1903337123.95,82.16,10.2,0.0075,-0.0445,-0.0373,0.0499,0.0,0.0,0
HGAG11,Indefinido,26.0,21510.64,1.47,0.24,0.0092,0.1231,0.0103,0.0909,-0.1003,-0.0921,0.052,5731825.7,23.09,11.3,0.0199,0.0,0.0,0.0,0.0,0.0,0
HGBS11,Shoppings,228.44,2018977.0,1.03,1.55,0.0069,0.0844,0.007,0.0509,0.0351,0.0423,0.2479,2223428871.06,216.98,10.5,0.0065,-0.0063,0.0002,0.0757,0.0,0.0,12
HGCR11,Papéis,107.0,4131583.55,1.03,1.1,0.0104,0.1383,0.0115,0.0803,0.0145,0.0251,0.1187,1596166619.78,101.2,10.6,0.0119,-0.012,-0.0003,0.1264,0.0,0.0,0
HGFF11,Fundo de Fundos,87.73,886885.58,0.94,0.65,0.0073,0.1011,0.0084,0.0593,0.015,0.0224,0.3072,266323658.89,87.45,10.0,0.0074,-0.0538,-0.0467,0.0529,0.0,0.0,0
HGIC11,Papéis,105.0,21350.47,0.9,1.0,0.0094,0.1081,0.009,0.056,0.0143,0.0238,-0.0282,54058557.87,114.02,9.2,0.0096,-0.0208,-0.0114,0.1705,0.0,0.0,0
HGLG11,Imóveis Industriais e Logísticos,161.88,10007918.64,1.05,1.1,0.0067,0.0895,0.0075,0.0499,-0.0238,-0.0173,0.043,3608679089.96,147.8,11.0,0.0074,0.0037,0.0111,0.0968,0.0,0.0,20
HGPO11,Lajes Corporativas,291.7,533889.21,0.98,1.6,0.0055,0.0738,0.0062,0.0431,0.0416,0.0473,0.1484,524391033.34,267.63,10.9,0.006,-0.0005,0.0054,0.0596,0.0,0.0,2
HGRE11,Lajes Corporativas,141.55,2801332.61,0.91,0.78,0.0055,0.0799,0.0067,0.0483,0.0057,0.0113,0.2147,1837461314.87,161.29,8.8,0.0048,-0.0012,0.0036,0.0241,0.0,0.0,19
HGRU11,Misto,130.58,4271423.42,1.06,0.85,0.0064,0.0948,0.0079,0.0524,0.0011,0.0075,0.1425,2273290355.87,120.0,10.9,0.0068,-0.0037,0.0031,0.0923,0.0,0.0,71
HLOG11,Imóveis Industriais e Logísticos,98.5,62681.61,0.86,0.65,0.0068,0.0863,0.0072,0.0519,0.0014,0.0082,0.1163,488537842.94,111.05,8.9,0.0059,-0.0007,0.0051,0.0512,0.0,0.0,5
